Value,Mode,Port,Timestamp Sent,Timestamp Received
29.0,1.0,3.0,55896.0,1761785527005.2144
28.0,1.0,4.0,55079.0,1761785527005.6704
29.0,1.0,5.0,56140.0,1761785527006.1191
29.0,1.0,6.0,55995.0,1761785527006.5542
29.0,1.0,7.0,56130.0,1761785527007.04
126.0,0.0,0.0,55464.0,1761785527007.4983
29.0,0.0,1.0,55318.0,1761785527007.8987
29.0,0.0,2.0,55465.0,1761785527008.3047
29.0,0.0,3.0,55895.0,1761785527008.6733
28.0,0.0,4.0,55091.0,1761785527009.042
29.0,0.0,5.0,56160.0,1761785527009.5117
29.0,0.0,6.0,56001.0,1761785527010.0283
29.0,0.0,7.0,56145.0,1761785527010.5232
126.0,1.0,0.0,55473.0,1761785527010.9934
29.0,1.0,1.0,55321.0,1761785527011.4902
29.0,1.0,2.0,55468.0,1761785527011.9165
29.0,1.0,3.0,55903.0,1761785527012.328
28.0,1.0,4.0,55089.0,1761785527012.7104
29.0,1.0,5.0,56156.0,1761785527013.2456
29.0,1.0,6.0,56012.0,1761785527013.7102
29.0,1.0,7.0,56149.0,1761785527014.1958
126.0,0.0,0.0,55483.0,1761785527014.6372
29.0,0.0,1.0,55310.0,1761785527015.1025
29.0,0.0,2.0,55458.0,1761785527015.6304
29.0,0.0,3.0,55900.0,1761785527016.1094
28.0,0.0,4.0,55083.0,1761785527016.5493
29.0,0.0,5.0,56152.0,1761785527016.9692
29.0,0.0,6.0,56006.0,1761785527017.3523
29.0,0.0,7.0,56152.0,1761785527017.7156
126.0,1.0,0.0,55472.0,1761785527018.1206
29.0,1.0,1.0,55309.0,1761785527018.4727
29.0,1.0,2.0,55462.0,1761785527018.8445
29.0,1.0,3.0,55906.0,1761785527019.2144
28.0,1.0,4.0,55073.0,1761785527019.568
29.0,1.0,5.0,56148.0,1761785527019.9727
29.0,1.0,6.0,56002.0,1761785527020.3542
29.0,1.0,7.0,56146.0,1761785527020.7864
126.0,0.0,0.0,55464.0,1761785527021.2043
29.0,0.0,1.0,55322.0,1761785527021.5881
29.0,0.0,2.0,55464.0,1761785527021.9438
29.0,0.0,3.0,55894.0,1761785527022.289
28.0,0.0,4.0,55074.0,1761785527022.6387
29.0,0.0,5.0,56142.0,1761785527022.996
29.0,0.0,6.0,55999.0,1761785527023.344
29.0,0.0,7.0,56145.0,1761785527023.7705
126.0,1.0,0.0,55464.0,1761785527024.24
29.0,1.0,1.0,55316.0,1761785527024.7449
29.0,1.0,2.0,55468.0,1761785527025.1536
29.0,1.0,3.0,55901.0,1761785527025.5583
28.0,1.0,4.0,55086.0,1761785527026.2258
29.0,1.0,5.0,56143.0,1761785527026.7134
29.0,1.0,6.0,55998.0,1761785527027.1436
29.0,1.0,7.0,56144.0,1761785527027.5647
126.0,0.0,0.0,55465.0,1761785527028.012
29.0,0.0,1.0,55316.0,1761785527028.4404
29.0,0.0,2.0,55475.0,1761785527028.8474
29.0,0.0,3.0,55905.0,1761785527029.241
28.0,0.0,4.0,55085.0,1761785527029.648
29.0,0.0,5.0,56154.0,1761785527030.0515
29.0,0.0,6.0,56009.0,1761785527030.4512
29.0,0.0,7.0,56144.0,1761785527030.8076
126.0,1.0,0.0,55473.0,1761785527031.243
29.0,1.0,1.0,55322.0,1761785527031.83
29.0,1.0,2.0,55473.0,1761785527032.322
29.0,1.0,3.0,55896.0,1761785527032.9604
28.0,1.0,4.0,55097.0,1761785527033.4312
29.0,1.0,5.0,56150.0,1761785527033.8638
29.0,1.0,6.0,55999.0,1761785527034.286
29.0,1.0,7.0,56139.0,1761785527034.6426
126.0,0.0,0.0,55480.0,1761785527035.0479
29.0,0.0,1.0,55310.0,1761785527035.407
29.0,0.0,2.0,55455.0,1761785527035.8025
29.0,0.0,3.0,55893.0,1761785527036.2476
28.0,0.0,4.0,55087.0,1761785527036.7048
29.0,0.0,5.0,56149.0,1761785527037.1626
29.0,0.0,6.0,56003.0,1761785527037.5723
29.0,0.0,7.0,56153.0,1761785527037.9333
126.0,1.0,0.0,55468.0,1761785527038.3267
29.0,1.0,1.0,55316.0,1761785527038.694
29.0,1.0,2.0,55457.0,1761785527039.0398
28.0,1.0,3.0,55895.0,1761785527039.399
29.0,1.0,4.0,55093.0,1761785527039.792
29.0,1.0,5.0,56158.0,1761785527040.2227
29.0,1.0,6.0,56012.0,1761785527040.591
29.0,1.0,7.0,56148.0,1761785527040.9734
126.0,0.0,0.0,55477.0,1761785527041.455
29.0,0.0,1.0,55314.0,1761785527041.8398
29.0,0.0,2.0,55466.0,1761785527042.2622
29.0,0.0,3.0,55896.0,1761785527042.6665
28.0,0.0,4.0,55081.0,1761785527043.119
29.0,0.0,5.0,56147.0,1761785527043.6018
29.0,0.0,6.0,56002.0,1761785527044.0337
29.0,0.0,7.0,56141.0,1761785527044.456
126.0,1.0,0.0,55469.0,1761785527044.8792
29.0,1.0,1.0,55316.0,1761785527045.2622
29.0,1.0,2.0,55459.0,1761785527045.6553
28.0,1.0,3.0,55895.0,1761785527046.0618
