c1normal,c2normal,c3normal,c4normal,c1shear,c2shear,c3shear,c4shear,timestamp
112402.000,112902.000,113059.000,112160.000,-506.000,-342.000,-106.000,536.000,1761203752.402
112584.000,112866.000,112876.000,112239.000,-505.000,-344.000,-115.000,545.000,1761203752.453
112632.000,112848.000,112702.000,112246.000,-491.000,-348.000,-103.000,528.000,1761203752.505
112589.000,112823.000,112949.000,112293.000,-508.000,-356.000,-108.000,529.000,1761203752.557
112608.000,112795.000,112827.000,112320.000,-518.000,-345.000,-95.000,535.000,1761203752.608
112700.000,112798.000,112744.000,112363.000,-499.000,-338.000,-101.000,491.000,1761203752.660
112671.000,112744.000,113036.000,112463.000,-496.000,-342.000,-130.000,530.000,1761203752.712
112608.000,112745.000,113134.000,112401.000,-490.000,-332.000,-85.000,531.000,1761203752.764
112614.000,112745.000,113192.000,112453.000,-511.000,-320.000,-93.000,525.000,1761203752.815
112634.000,112743.000,113355.000,112458.000,-500.000,-343.000,-126.000,512.000,1761203752.867
112452.000,112706.000,113595.000,112472.000,-513.000,-327.000,-101.000,510.000,1761203752.918
112619.000,112718.000,113362.000,112561.000,-520.000,-331.000,-102.000,513.000,1761203752.970
112686.000,112729.000,113294.000,112549.000,-506.000,-335.000,-103.000,529.000,1761203753.022
112617.000,112665.000,113315.000,112592.000,-520.000,-332.000,-69.000,517.000,1761203753.074
112769.000,112623.000,113013.000,112630.000,-522.000,-343.000,-67.000,535.000,1761203753.125
112727.000,112771.000,113040.000,112390.000,-499.000,-326.000,-120.000,498.000,1761203753.177
112611.000,112841.000,113476.000,112475.000,-501.000,-334.000,-103.000,505.000,1761203753.229
112699.000,112744.000,113362.000,112636.000,-499.000,-344.000,-111.000,508.000,1761203753.280
112644.000,112779.000,113603.000,112476.000,-495.000,-358.000,-110.000,505.000,1761203753.332
112634.000,112873.000,113436.000,112447.000,-524.000,-349.000,-106.000,502.000,1761203753.384
112791.000,112871.000,113455.000,112492.000,-488.000,-339.000,-146.000,525.000,1761203753.435
112488.000,112832.000,113749.000,112460.000,-532.000,-327.000,-124.000,522.000,1761203753.487
112693.000,112828.000,113601.000,112592.000,-493.000,-340.000,-120.000,498.000,1761203753.539
112640.000,112763.000,113687.000,112678.000,-516.000,-329.000,-123.000,505.000,1761203753.591
112740.000,112688.000,113569.000,112744.000,-503.000,-323.000,-113.000,497.000,1761203753.642
112721.000,112738.000,113631.000,112702.000,-509.000,-324.000,-140.000,512.000,1761203753.695
112759.000,112767.000,113584.000,112688.000,-519.000,-336.000,-104.000,517.000,1761203753.746
112844.000,112761.000,113525.000,112706.000,-505.000,-333.000,-156.000,527.000,1761203753.797
112723.000,112769.000,113700.000,112721.000,-517.000,-328.000,-94.000,521.000,1761203753.849
112841.000,112771.000,113514.000,112727.000,-534.000,-318.000,-129.000,506.000,1761203753.901
112769.000,112744.000,113686.000,112716.000,-494.000,-315.000,-119.000,505.000,1761203753.952
112779.000,112779.000,113690.000,112710.000,-503.000,-354.000,-122.000,514.000,1761203754.004
112660.000,112839.000,113835.000,112610.000,-512.000,-362.000,-133.000,514.000,1761203754.056
112580.000,112881.000,113812.000,112552.000,-511.000,-341.000,-134.000,493.000,1761203754.107
112618.000,112894.000,113894.000,112581.000,-484.000,-334.000,-143.000,491.000,1761203754.159
112555.000,112907.000,113955.000,112576.000,-479.000,-348.000,-129.000,507.000,1761203754.211
112491.000,112927.000,114069.000,112557.000,-497.000,-330.000,-139.000,509.000,1761203754.263
112477.000,112894.000,114029.000,112662.000,-490.000,-355.000,-138.000,495.000,1761203754.314
112328.000,112830.000,114230.000,112619.000,-491.000,-348.000,-150.000,531.000,1761203754.366
112297.000,112894.000,114201.000,112555.000,-492.000,-344.000,-152.000,527.000,1761203754.418
112166.000,112860.000,114383.000,112503.000,-489.000,-344.000,-136.000,506.000,1761203754.469
112285.000,112997.000,114260.000,112463.000,-492.000,-353.000,-157.000,494.000,1761203754.521
112122.000,112990.000,114409.000,112400.000,-515.000,-348.000,-134.000,493.000,1761203754.573
112171.000,112989.000,114429.000,112449.000,-510.000,-349.000,-125.000,512.000,1761203754.625
111803.000,112971.000,114582.000,112260.000,-513.000,-368.000,-139.000,491.000,1761203754.676
112001.000,113060.000,114460.000,112312.000,-434.000,-344.000,-166.000,510.000,1761203754.728
110915.000,112905.000,114777.000,112020.000,-470.000,-384.000,-136.000,515.000,1761203754.780
111625.000,113315.000,114379.000,111978.000,-435.000,-357.000,-180.000,496.000,1761203754.831
110765.000,113109.000,114802.000,111812.000,-430.000,-386.000,-152.000,478.000,1761203754.883
111254.000,113283.000,114619.000,112011.000,-399.000,-356.000,-185.000,493.000,1761203754.935
110643.000,113081.000,114993.000,111850.000,-434.000,-362.000,-171.000,482.000,1761203754.987
110859.000,113247.000,114825.000,111899.000,-398.000,-362.000,-195.000,495.000,1761203755.038
110402.000,113150.000,115029.000,111740.000,-461.000,-358.000,-151.000,473.000,1761203755.090
111503.000,113187.000,114887.000,112261.000,-384.000,-337.000,-159.000,493.000,1761203755.142
110524.000,113070.000,115113.000,112050.000,-533.000,-354.000,-135.000,513.000,1761203755.193
111957.000,113204.000,114896.000,112368.000,-386.000,-354.000,-148.000,482.000,1761203755.246
110878.000,113120.000,114954.000,112062.000,-501.000,-354.000,-160.000,505.000,1761203755.297
111431.000,113214.000,114953.000,112070.000,-389.000,-379.000,-166.000,527.000,1761203755.349
110815.000,113280.000,114821.000,111961.000,-434.000,-368.000,-178.000,508.000,1761203755.400
110893.000,113226.000,114931.000,111933.000,-442.000,-386.000,-163.000,505.000,1761203755.452
111241.000,113319.000,114763.000,111854.000,-435.000,-376.000,-165.000,500.000,1761203755.504
111343.000,113352.000,114707.000,112089.000,-502.000,-377.000,-156.000,501.000,1761203755.555
112271.000,113405.000,114719.000,112419.000,-423.000,-370.000,-168.000,531.000,1761203755.607
111762.000,113385.000,114713.000,112353.000,-518.000,-364.000,-170.000,546.000,1761203755.659
112443.000,113496.000,114649.000,112384.000,-475.000,-357.000,-151.000,540.000,1761203755.711
112187.000,113451.000,114709.000,112485.000,-505.000,-391.000,-143.000,540.000,1761203755.762
112151.000,113380.000,114848.000,112362.000,-468.000,-400.000,-130.000,549.000,1761203755.814
111960.000,113569.000,114632.000,112146.000,-495.000,-378.000,-120.000,532.000,1761203755.866
112233.000,113546.000,114544.000,111927.000,-449.000,-378.000,-150.000,499.000,1761203755.917
111204.000,113298.000,114588.000,111857.000,-480.000,-371.000,-148.000,520.000,1761203755.969
111557.000,113304.000,114319.000,111802.000,-444.000,-368.000,-156.000,491.000,1761203756.021
111418.000,113041.000,114258.000,112449.000,-497.000,-335.000,-101.000,529.000,1761203756.072
112413.000,112914.000,113936.000,112370.000,-424.000,-350.000,-156.000,508.000,1761203756.124
111576.000,112785.000,114162.000,112298.000,-496.000,-335.000,-117.000,504.000,1761203756.176
112084.000,112758.000,113978.000,112360.000,-470.000,-329.000,-145.000,483.000,1761203756.228
111814.000,112736.000,113950.000,112292.000,-463.000,-330.000,-165.000,511.000,1761203756.279
111917.000,112748.000,113899.000,112297.000,-470.000,-327.000,-109.000,500.000,1761203756.331
112003.000,112756.000,113682.000,112290.000,-472.000,-339.000,-113.000,500.000,1761203756.383
112041.000,112750.000,113478.000,112229.000,-467.000,-354.000,-111.000,522.000,1761203756.434
112096.000,112790.000,113373.000,112244.000,-475.000,-340.000,-96.000,511.000,1761203756.486
112080.000,112762.000,113292.000,112243.000,-491.000,-348.000,-126.000,495.000,1761203756.538
112126.000,112758.000,113241.000,112199.000,-483.000,-335.000,-82.000,503.000,1761203756.589
112185.000,112756.000,113105.000,112163.000,-480.000,-331.000,-97.000,521.000,1761203756.641
112174.000,112770.000,113040.000,112154.000,-480.000,-347.000,-103.000,526.000,1761203756.693
112180.000,112789.000,112962.000,112089.000,-474.000,-347.000,-100.000,516.000,1761203756.744
112195.000,112777.000,112930.000,112127.000,-489.000,-341.000,-90.000,528.000,1761203756.796
112209.000,112739.000,112908.000,112064.000,-472.000,-338.000,-105.000,534.000,1761203756.848
112169.000,112772.000,112875.000,112064.000,-470.000,-337.000,-98.000,511.000,1761203756.899
112186.000,112750.000,112822.000,112064.000,-475.000,-351.000,-83.000,541.000,1761203756.951
112188.000,112743.000,112787.000,112075.000,-493.000,-314.000,-101.000,539.000,1761203757.003
112218.000,112762.000,112777.000,112065.000,-471.000,-349.000,-93.000,524.000,1761203757.054
112261.000,112751.000,112751.000,112088.000,-485.000,-336.000,-103.000,513.000,1761203757.106
112195.000,112720.000,112800.000,112151.000,-455.000,-338.000,-97.000,516.000,1761203757.158
112184.000,112727.000,112812.000,112101.000,-499.000,-345.000,-104.000,527.000,1761203757.209
112150.000,112766.000,112932.000,112065.000,-481.000,-328.000,-97.000,540.000,1761203757.261
112135.000,112706.000,112947.000,112097.000,-474.000,-330.000,-115.000,513.000,1761203757.313
112126.000,112729.000,113062.000,112180.000,-485.000,-333.000,-95.000,518.000,1761203757.364
112178.000,112729.000,112808.000,112113.000,-457.000,-338.000,-126.000,548.000,1761203757.416
112165.000,112715.000,112773.000,112124.000,-487.000,-341.000,-91.000,544.000,1761203757.468
112228.000,112762.000,112663.000,112088.000,-465.000,-340.000,-88.000,533.000,1761203757.519
112241.000,112723.000,112771.000,112190.000,-461.000,-333.000,-97.000,508.000,1761203757.571
112183.000,112739.000,112834.000,112131.000,-480.000,-341.000,-83.000,523.000,1761203757.622
112215.000,112696.000,112797.000,112125.000,-482.000,-340.000,-80.000,495.000,1761203757.674
112147.000,112751.000,113016.000,112107.000,-473.000,-338.000,-101.000,505.000,1761203757.726
112069.000,112771.000,113364.000,112142.000,-479.000,-346.000,-105.000,513.000,1761203757.777
112075.000,112767.000,113191.000,112153.000,-473.000,-334.000,-104.000,519.000,1761203757.830
112114.000,112780.000,113041.000,112116.000,-489.000,-327.000,-121.000,509.000,1761203757.881
112122.000,112768.000,113219.000,112177.000,-483.000,-330.000,-106.000,507.000,1761203757.933
112164.000,112726.000,113146.000,112285.000,-451.000,-360.000,-99.000,534.000,1761203757.984
112187.000,112765.000,113050.000,112237.000,-474.000,-339.000,-92.000,503.000,1761203758.036
112115.000,112741.000,113192.000,112179.000,-470.000,-340.000,-108.000,507.000,1761203758.087
112088.000,112738.000,113301.000,112194.000,-476.000,-335.000,-92.000,516.000,1761203758.139
112191.000,112779.000,113309.000,112195.000,-501.000,-340.000,-12.000,525.000,1761203758.191
112218.000,112850.000,113889.000,112228.000,-473.000,-333.000,255.000,513.000,1761203758.243
112074.000,112926.000,115740.000,112050.000,-472.000,-361.000,1013.000,551.000,1761203758.294
111823.000,112994.000,118292.000,111587.000,-457.000,-365.000,2215.000,537.000,1761203758.346
111583.000,113055.000,120392.000,111186.000,-449.000,-382.000,2940.000,530.000,1761203758.398
111222.000,113056.000,121271.000,110878.000,-422.000,-349.000,3211.000,532.000,1761203758.449
110839.000,113132.000,121792.000,110536.000,-434.000,-383.000,3407.000,531.000,1761203758.501
110674.000,113153.000,122211.000,110245.000,-425.000,-380.000,3611.000,541.000,1761203758.553
110562.000,113171.000,122978.000,110215.000,-434.000,-362.000,3791.000,501.000,1761203758.605
110730.000,113144.000,123642.000,110622.000,-443.000,-359.000,3896.000,494.000,1761203758.656
111021.000,112981.000,124466.000,111530.000,-488.000,-379.000,3750.000,549.000,1761203758.708
111661.000,113054.000,125633.000,111557.000,-492.000,-346.000,2626.000,514.000,1761203758.760
112049.000,112891.000,128402.000,112169.000,-471.000,-362.000,625.000,532.000,1761203758.811
112068.000,112854.000,130026.000,112113.000,-470.000,-359.000,46.000,550.000,1761203758.863
112030.000,112889.000,130113.000,112119.000,-460.000,-342.000,0.000,554.000,1761203758.915
112031.000,112838.000,130120.000,112154.000,-461.000,-373.000,10.000,554.000,1761203758.966
111907.000,112805.000,129695.000,112155.000,-453.000,-341.000,981.000,525.000,1761203759.017
111741.000,112755.000,130120.000,112262.000,-456.000,-331.000,0.000,542.000,1761203759.069
111671.000,112737.000,130108.000,112193.000,-429.000,-339.000,0.000,511.000,1761203759.120
111182.000,112668.000,130120.000,112086.000,-401.000,-333.000,0.000,515.000,1761203759.172
110837.000,112481.000,130120.000,112150.000,-413.000,-335.000,0.000,539.000,1761203759.223
110571.000,112459.000,130120.000,112085.000,-405.000,-339.000,0.000,561.000,1761203759.275
110309.000,112349.000,130120.000,112004.000,-415.000,-319.000,0.000,540.000,1761203759.326
109933.000,112177.000,130120.000,111976.000,-386.000,-332.000,0.000,575.000,1761203759.377
109749.000,112081.000,130120.000,111932.000,-390.000,-314.000,0.000,542.000,1761203759.429
109561.000,112005.000,130120.000,111932.000,-387.000,-317.000,0.000,548.000,1761203759.480
109450.000,111988.000,130120.000,111957.000,-381.000,-306.000,0.000,580.000,1761203759.532
109248.000,111859.000,130120.000,111885.000,-381.000,-324.000,0.000,601.000,1761203759.584
109328.000,111845.000,130120.000,111921.000,-427.000,-298.000,0.000,574.000,1761203759.635
109856.000,112036.000,130120.000,111941.000,-426.000,-339.000,0.000,574.000,1761203759.687
110569.000,112413.000,130120.000,112411.000,-508.000,-365.000,0.000,618.000,1761203759.738
111695.000,112549.000,130120.000,112474.000,-458.000,-357.000,0.000,595.000,1761203759.789
111075.000,112533.000,130120.000,112322.000,-470.000,-344.000,939.000,511.000,1761203759.841
111645.000,112692.000,117112.000,112430.000,-458.000,-350.000,198.000,523.000,1761203759.892
111687.000,112661.000,114576.000,112350.000,-464.000,-351.000,-50.000,540.000,1761203759.944
111540.000,112708.000,114470.000,112920.000,-504.000,-357.000,-1.000,678.000,1761203759.996
112249.000,112758.000,113865.000,115099.000,-524.000,-344.000,71.000,2387.000,1761203760.047
112681.000,112836.000,112415.000,119038.000,-531.000,-355.000,92.000,3796.000,1761203760.099
113191.000,112807.000,110850.000,122042.000,-543.000,-357.000,99.000,5487.000,1761203760.151
113531.000,112808.000,110086.000,124579.000,-558.000,-384.000,169.000,5634.000,1761203760.202
113880.000,112929.000,108846.000,124127.000,-592.000,-380.000,100.000,6033.000,1761203760.254
114057.000,112796.000,108311.000,123088.000,-590.000,-362.000,69.000,6122.000,1761203760.306
114094.000,112736.000,108215.000,123036.000,-570.000,-351.000,53.000,6079.000,1761203760.357
113983.000,112801.000,108393.000,122787.000,-576.000,-361.000,36.000,6091.000,1761203760.409
113897.000,112827.000,108725.000,123908.000,-587.000,-388.000,132.000,5673.000,1761203760.461
113808.000,113177.000,109154.000,125368.000,-537.000,-414.000,139.000,4535.000,1761203760.512
113866.000,113157.000,108593.000,125896.000,-575.000,-392.000,72.000,3689.000,1761203760.564
114114.000,113021.000,108998.000,127233.000,-552.000,-365.000,28.000,2383.000,1761203760.616
113664.000,112952.000,111237.000,128085.000,-548.000,-340.000,68.000,2479.000,1761203760.667
113230.000,112867.000,112423.000,125909.000,-555.000,-339.000,71.000,5174.000,1761203760.719
113240.000,112827.000,112301.000,120773.000,-537.000,-327.000,39.000,1981.000,1761203760.771
113186.000,112767.000,112542.000,116030.000,-520.000,-328.000,57.000,1164.000,1761203760.822
113123.000,112754.000,112648.000,114712.000,-545.000,-322.000,42.000,819.000,1761203760.874
113076.000,112723.000,112705.000,113909.000,-536.000,-327.000,19.000,703.000,1761203760.925
113147.000,112718.000,112503.000,113801.000,-532.000,-321.000,43.000,727.000,1761203760.977
113144.000,112702.000,112384.000,114109.000,-530.000,-332.000,46.000,823.000,1761203761.028
113213.000,112714.000,112255.000,115010.000,-536.000,-329.000,53.000,1334.000,1761203761.080
113219.000,112714.000,112626.000,116418.000,-545.000,-343.000,69.000,1338.000,1761203761.132
113209.000,112634.000,113030.000,115495.000,-560.000,-333.000,149.000,974.000,1761203761.183
113266.000,112478.000,112923.000,114719.000,-525.000,-322.000,239.000,822.000,1761203761.234
113370.000,112258.000,112893.000,114417.000,-540.000,-319.000,341.000,774.000,1761203761.286
113387.000,112105.000,112967.000,114476.000,-565.000,-293.000,385.000,751.000,1761203761.338
113431.000,111992.000,112739.000,114523.000,-551.000,-289.000,425.000,778.000,1761203761.389
113472.000,111943.000,112637.000,114606.000,-560.000,-333.000,458.000,778.000,1761203761.441
113460.000,111876.000,112664.000,114632.000,-567.000,-319.000,460.000,778.000,1761203761.493
113483.000,111916.000,112795.000,114685.000,-563.000,-304.000,426.000,815.000,1761203761.544
113482.000,112060.000,113174.000,114803.000,-559.000,-322.000,412.000,851.000,1761203761.596
113370.000,112302.000,114267.000,114841.000,-543.000,-325.000,397.000,891.000,1761203761.648
113165.000,112583.000,114683.000,114843.000,-542.000,-333.000,414.000,835.000,1761203761.699
113117.000,112671.000,114471.000,114376.000,-552.000,-323.000,451.000,730.000,1761203761.751
113084.000,112715.000,114319.000,113838.000,-573.000,-325.000,388.000,688.000,1761203761.802
113063.000,112712.000,113949.000,113305.000,-568.000,-327.000,262.000,627.000,1761203761.854
113041.000,112701.000,113332.000,113105.000,-562.000,-315.000,210.000,600.000,1761203761.905
113091.000,112735.000,113052.000,113074.000,-575.000,-296.000,95.000,574.000,1761203761.957
113111.000,112648.000,112632.000,113132.000,-556.000,-341.000,5.000,619.000,1761203762.009
113071.000,112684.000,112594.000,113148.000,-558.000,-334.000,-7.000,626.000,1761203762.060
113067.000,112682.000,112667.000,113201.000,-553.000,-331.000,-8.000,640.000,1761203762.112
113069.000,112668.000,112787.000,113278.000,-548.000,-340.000,223.000,649.000,1761203762.163
113059.000,112684.000,116861.000,113158.000,-553.000,-304.000,2446.000,638.000,1761203762.215
113033.000,112676.000,119607.000,113083.000,-554.000,-331.000,3333.000,596.000,1761203762.267
113003.000,112677.000,122134.000,113000.000,-539.000,-335.000,4411.000,631.000,1761203762.318
112995.000,112668.000,125585.000,112927.000,-555.000,-323.000,2090.000,612.000,1761203762.370
113007.000,112669.000,129290.000,112847.000,-547.000,-323.000,385.000,615.000,1761203762.422
113004.000,112673.000,129792.000,112850.000,-530.000,-327.000,679.000,606.000,1761203762.473
112958.000,112665.000,128742.000,112941.000,-558.000,-303.000,2901.000,580.000,1761203762.525
113045.000,112658.000,127378.000,112831.000,-557.000,-338.000,2625.000,604.000,1761203762.577
113057.000,112655.000,127110.000,112886.000,-558.000,-325.000,2697.000,605.000,1761203762.629
113059.000,112637.000,130120.000,112975.000,-546.000,-318.000,0.000,628.000,1761203762.680
113051.000,112629.000,130120.000,112838.000,-552.000,-333.000,0.000,627.000,1761203762.732
113029.000,112669.000,130120.000,112714.000,-543.000,-327.000,0.000,594.000,1761203762.783
112997.000,112645.000,130120.000,112710.000,-563.000,-328.000,0.000,610.000,1761203762.835
113028.000,112650.000,130120.000,112740.000,-519.000,-319.000,0.000,603.000,1761203762.886
113017.000,112643.000,130120.000,112678.000,-546.000,-323.000,0.000,609.000,1761203762.937
113082.000,112668.000,130120.000,112696.000,-532.000,-334.000,0.000,602.000,1761203762.989
112994.000,112638.000,130083.000,112506.000,-542.000,-335.000,4050.000,547.000,1761203763.041
113030.000,112630.000,118829.000,112411.000,-558.000,-304.000,272.000,559.000,1761203763.092
113030.000,112657.000,112451.000,112372.000,-534.000,-312.000,-4.000,538.000,1761203763.144
113038.000,112663.000,112053.000,112371.000,-530.000,-338.000,-24.000,515.000,1761203763.195
113002.000,112637.000,111957.000,112362.000,-557.000,-325.000,-54.000,559.000,1761203763.247
112995.000,112648.000,111959.000,112360.000,-538.000,-323.000,-60.000,533.000,1761203763.299
113014.000,112650.000,111983.000,112360.000,-565.000,-328.000,-46.000,530.000,1761203763.350
112985.000,112605.000,111947.000,112334.000,-534.000,-351.000,-56.000,540.000,1761203763.402
112995.000,112644.000,111951.000,112347.000,-547.000,-341.000,-58.000,544.000,1761203763.453
113023.000,112657.000,111992.000,112366.000,-550.000,-320.000,-59.000,550.000,1761203763.505
112976.000,112624.000,112005.000,112338.000,-544.000,-322.000,-64.000,543.000,1761203763.557
112984.000,112641.000,112092.000,112366.000,-538.000,-339.000,-54.000,530.000,1761203763.609
112992.000,112631.000,112107.000,112390.000,-542.000,-331.000,-61.000,541.000,1761203763.660
112980.000,112643.000,112084.000,112384.000,-546.000,-320.000,-69.000,524.000,1761203763.711
112976.000,112648.000,112063.000,112341.000,-555.000,-327.000,-54.000,539.000,1761203763.763
112983.000,112627.000,112019.000,112368.000,-544.000,-325.000,-44.000,540.000,1761203763.815
112980.000,112648.000,112035.000,112357.000,-530.000,-329.000,-82.000,524.000,1761203763.866
112978.000,112629.000,112149.000,112361.000,-548.000,-323.000,-63.000,538.000,1761203763.918
112943.000,112646.000,112205.000,112353.000,-567.000,-310.000,-58.000,530.000,1761203763.969
112987.000,112648.000,111962.000,112307.000,-536.000,-320.000,-69.000,534.000,1761203764.021
112966.000,112608.000,111915.000,112292.000,-530.000,-327.000,-86.000,535.000,1761203764.073
112998.000,112621.000,111936.000,112303.000,-535.000,-311.000,-51.000,540.000,1761203764.124
113000.000,112619.000,111889.000,112305.000,-559.000,-331.000,-57.000,526.000,1761203764.176
113013.000,112677.000,111924.000,112297.000,-558.000,-321.000,-46.000,539.000,1761203764.228
112973.000,112619.000,111935.000,112307.000,-546.000,-321.000,-63.000,533.000,1761203764.279
113002.000,112630.000,111891.000,112282.000,-550.000,-335.000,-60.000,548.000,1761203764.331
112987.000,112609.000,111873.000,112326.000,-554.000,-324.000,-75.000,551.000,1761203764.382
112995.000,112618.000,111901.000,112289.000,-539.000,-327.000,-59.000,566.000,1761203764.434
112994.000,112614.000,111922.000,112294.000,-562.000,-327.000,-55.000,541.000,1761203764.486
112950.000,112594.000,111878.000,112271.000,-533.000,-326.000,-64.000,543.000,1761203764.537
112996.000,112585.000,111860.000,112310.000,-560.000,-308.000,-64.000,552.000,1761203764.589
112995.000,112646.000,111892.000,112311.000,-540.000,-327.000,-64.000,538.000,1761203764.640
112995.000,112628.000,111894.000,112275.000,-551.000,-336.000,-71.000,567.000,1761203764.692
113002.000,112620.000,111910.000,112277.000,-550.000,-330.000,-63.000,546.000,1761203764.744
112991.000,112598.000,111872.000,112291.000,-522.000,-329.000,-46.000,535.000,1761203764.796
112971.000,112609.000,111935.000,112263.000,-546.000,-322.000,-63.000,545.000,1761203764.847
112983.000,112617.000,111983.000,112326.000,-539.000,-328.000,-59.000,539.000,1761203764.899
112996.000,112627.000,111943.000,112336.000,-553.000,-329.000,-61.000,555.000,1761203764.950
112997.000,112629.000,111886.000,112283.000,-540.000,-350.000,-50.000,531.000,1761203765.002
112969.000,112640.000,111882.000,112272.000,-554.000,-342.000,-45.000,524.000,1761203765.054
112994.000,112617.000,111888.000,112281.000,-549.000,-320.000,-74.000,549.000,1761203765.105
113031.000,112648.000,111933.000,112289.000,-545.000,-328.000,-39.000,549.000,1761203765.157
113008.000,112616.000,111923.000,112283.000,-549.000,-341.000,-58.000,538.000,1761203765.209
112982.000,112624.000,111907.000,112286.000,-540.000,-310.000,-56.000,530.000,1761203765.260
112948.000,112590.000,111879.000,112239.000,-546.000,-315.000,-65.000,522.000,1761203765.312
112961.000,112614.000,111913.000,112268.000,-527.000,-310.000,-68.000,563.000,1761203765.363
112979.000,112623.000,111950.000,112284.000,-512.000,-325.000,-71.000,555.000,1761203765.415
112960.000,112599.000,111902.000,112254.000,-555.000,-332.000,-81.000,540.000,1761203765.467
112985.000,112627.000,111900.000,112272.000,-543.000,-332.000,-70.000,556.000,1761203765.518
113005.000,112655.000,111901.000,112310.000,-534.000,-314.000,-60.000,525.000,1761203765.570
112962.000,112612.000,111960.000,112318.000,-543.000,-335.000,-78.000,544.000,1761203765.622
112987.000,112652.000,111963.000,112307.000,-544.000,-324.000,-59.000,524.000,1761203765.673
112962.000,112626.000,111940.000,112313.000,-537.000,-315.000,-75.000,550.000,1761203765.725
112961.000,112617.000,111890.000,112283.000,-555.000,-318.000,-72.000,547.000,1761203765.776
112964.000,112616.000,111902.000,112273.000,-557.000,-310.000,-67.000,548.000,1761203765.828
112956.000,112645.000,111930.000,112297.000,-541.000,-315.000,-74.000,563.000,1761203765.880
112978.000,112661.000,111924.000,112292.000,-547.000,-310.000,-72.000,550.000,1761203765.931
112972.000,112624.000,111851.000,112271.000,-546.000,-334.000,-58.000,534.000,1761203765.983
112967.000,112625.000,111796.000,112279.000,-519.000,-345.000,-55.000,539.000,1761203766.035
112933.000,112647.000,111717.000,112252.000,-518.000,-343.000,-59.000,532.000,1761203766.086
112961.000,112648.000,111644.000,112284.000,-542.000,-333.000,-71.000,552.000,1761203766.138
112921.000,112623.000,111589.000,112270.000,-536.000,-329.000,-57.000,555.000,1761203766.189
112897.000,112630.000,111487.000,112231.000,-527.000,-328.000,-61.000,551.000,1761203766.241
112866.000,112613.000,111254.000,112155.000,-528.000,-364.000,-36.000,559.000,1761203766.293
112885.000,112651.000,111105.000,112097.000,-528.000,-359.000,-44.000,556.000,1761203766.344
112894.000,112588.000,110879.000,112071.000,-524.000,-344.000,-31.000,571.000,1761203766.396
112882.000,112639.000,110834.000,112097.000,-515.000,-361.000,-28.000,571.000,1761203766.447
112890.000,112633.000,110703.000,112018.000,-525.000,-351.000,-29.000,571.000,1761203766.499
112929.000,112590.000,110546.000,111991.000,-551.000,-342.000,-21.000,563.000,1761203766.551
112947.000,112581.000,110443.000,111976.000,-529.000,-347.000,-5.000,563.000,1761203766.602
112921.000,112543.000,110293.000,111944.000,-502.000,-361.000,-14.000,581.000,1761203766.654
112938.000,112559.000,110268.000,111927.000,-536.000,-348.000,16.000,561.000,1761203766.705
112925.000,112567.000,110251.000,111934.000,-530.000,-354.000,-17.000,570.000,1761203766.757
112929.000,112559.000,110232.000,111926.000,-532.000,-348.000,11.000,549.000,1761203766.808
112912.000,112543.000,110192.000,111865.000,-522.000,-349.000,-21.000,582.000,1761203766.860
112899.000,112520.000,110102.000,111872.000,-521.000,-343.000,-36.000,584.000,1761203766.912
112926.000,112478.000,109992.000,111860.000,-529.000,-359.000,-12.000,585.000,1761203766.963
112980.000,112493.000,109906.000,111879.000,-523.000,-351.000,-14.000,575.000,1761203767.015
112981.000,112507.000,109876.000,111845.000,-537.000,-364.000,-2.000,573.000,1761203767.067
112970.000,112481.000,109826.000,111828.000,-529.000,-343.000,5.000,577.000,1761203767.118
113015.000,112478.000,109797.000,111827.000,-523.000,-378.000,-7.000,594.000,1761203767.170
113040.000,112506.000,109861.000,111872.000,-522.000,-350.000,8.000,564.000,1761203767.221
113016.000,112502.000,109863.000,111831.000,-523.000,-348.000,-18.000,580.000,1761203767.273
113030.000,112504.000,109965.000,111870.000,-545.000,-332.000,-2.000,554.000,1761203767.324
113015.000,112515.000,110186.000,111951.000,-531.000,-360.000,-24.000,563.000,1761203767.376
113040.000,112563.000,110720.000,112094.000,-530.000,-339.000,-61.000,550.000,1761203767.427
112982.000,112630.000,111389.000,112239.000,-536.000,-343.000,-87.000,549.000,1761203767.479
112917.000,112595.000,111704.000,112269.000,-555.000,-342.000,-55.000,561.000,1761203767.531
112980.000,112622.000,111810.000,112311.000,-536.000,-344.000,-63.000,560.000,1761203767.582
112975.000,112646.000,111837.000,112259.000,-548.000,-301.000,-77.000,532.000,1761203767.634
112983.000,112593.000,111818.000,112273.000,-511.000,-324.000,-66.000,552.000,1761203767.686
112994.000,112663.000,111869.000,112293.000,-551.000,-323.000,-64.000,544.000,1761203767.737
112940.000,112596.000,111806.000,112229.000,-544.000,-322.000,-81.000,542.000,1761203767.789
112989.000,112580.000,111845.000,112258.000,-547.000,-330.000,-61.000,560.000,1761203767.840
112963.000,112616.000,111845.000,112275.000,-518.000,-331.000,-37.000,544.000,1761203767.892
112961.000,112610.000,111828.000,112259.000,-542.000,-321.000,-55.000,535.000,1761203767.944
112937.000,112585.000,111823.000,112259.000,-550.000,-330.000,-61.000,536.000,1761203767.995
112988.000,112612.000,111850.000,112258.000,-570.000,-328.000,-81.000,544.000,1761203768.047
